,company,bar_name,ref,review_date,cocoa_percent,company_location,rating,bean_type,bean_origin,clusters
281,Cacao de Origen,Agua Fria; Sucre region,1391,2014,75.0,Venezuela,2.5, ,Venezuela,0
282,Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74.0,Venezuela,3.25, ,Venezuela,0
283,Cacao de Origen,"Chuao, Aragua region",1391,2014,75.0,Venezuela,3.5,Trinitario,Venezuela,0
284,Cacao de Origen,"Chuao, Aragua region",1395,2014,70.0,Venezuela,3.75,Trinitario,Venezuela,3
285,Cacao de Origin,Hacienda la Trinidad,1668,2015,74.0,Venezuela,3.25, ,Venezuela,0
286,Cacao Hunters,Macondo,1816,2016,71.0,Colombia,3.75, ,Colombia,3
287,Cacao Hunters,Perla Negra,1816,2016,74.0,Colombia,3.75, ,Colombia,0
288,Cacao Hunters,Arhuacos,1662,2015,72.0,Colombia,3.75, ,Colombia,3
289,Cacao Hunters,Sierra Nevada,1430,2014,64.0,Colombia,3.5, ,Colombia,2
290,Cacao Hunters,Tumaco,1430,2014,70.0,Colombia,3.5, ,Colombia,3
291,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69.0,Colombia,2.75, ,Colombia,3
292,Cacao Hunters,Arauca,1434,2014,70.0,Colombia,3.25, ,Colombia,3
293,Cacao Market,"Jutiapa, lot 050916D",1860,2016,70.0,U.S.A.,3.5,Trinitario,Honduras,3
294,Cacao Prieto,"Criollo, Dominican Republic",991,2012,72.0,U.S.A.,3.75,Criollo,Dominican Republic,3
295,Cacao Prieto,"Dominican Republicm, rustic",641,2011,72.0,U.S.A.,3.0, ,Dominican Republic,3
296,Cacao Prieto,Dominican Republic,641,2011,66.0,U.S.A.,3.75, ,Dominican Republic,2
297,Cacao Prieto,"Dominican Republic, rustic",647,2011,65.0,U.S.A.,3.25, ,Dominican Republic,2
298,Cacao Sampaka,"Mahali, Kasai",1908,2016,70.0,Spain,3.5,Criollo,Congo,3
299,Cacao Sampaka,Madagascar,508,2010,71.0,Spain,3.5,Trinitario,Madagascar,3
300,Cacao Sampaka,Ecuador,523,2010,71.0,Spain,3.75, ,Ecuador,3
301,Cacao Sampaka,Papua,523,2010,71.0,Spain,4.0, ,Papua New Guinea,3
302,Cacao Sampaka,Grenada,537,2010,71.0,Spain,3.25,Trinitario,Grenada,3
303,Cacao Sampaka,Venezuela,537,2010,71.0,Spain,3.5, ,Venezuela,3
304,Cacao Sampaka,Venezuela,537,2010,77.0,Spain,3.5, ,Venezuela,0
305,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70.0,Spain,4.0,Criollo,Mexico,3
306,Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70.0,Spain,4.0,Criollo,Mexico,3
307,Cacao Store,Madagascar,1684,2015,70.0,Japan,3.0,Trinitario,Madagascar,3
308,Cacao Store,Peru,1684,2015,70.0,Japan,3.25, ,Peru,3
309,Cacao Store,Vietnam,1684,2015,70.0,Japan,3.5,Trinitario,Vietnam,3
310,Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70.0,Peru,3.25, ,Peru,3
311,Cacaoyere (Ecuatoriana),Amazonia,237,2008,63.0,Ecuador,3.5,Forastero (Arriba),Ecuador,2
312,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.0,Ecuador,3.5,Forastero (Arriba),Ecuador,3
313,Cacaoyere (Ecuatoriana),Bolivar,245,2008,82.0,Ecuador,2.5,Forastero (Arriba),Ecuador,0
314,Cacaoyere (Ecuatoriana),Pichincha,259,2008,91.0,Ecuador,1.5,Forastero (Arriba),Ecuador,1
315,Callebaut,Grenade,296,2008,60.0,Belgium,2.75,Trinitario,Grenada,2
316,Callebaut,Baking,141,2007,70.0,Belgium,1.0, ,Ecuador,3
317,C-Amaro,Cuba,1442,2014,75.0,Italy,2.5, ,Cuba,0
318,C-Amaro,Dominican Republic,1442,2014,72.0,Italy,3.0, ,Dominican Republic,3
319,C-Amaro,Ecuador,1185,2013,100.0,Italy,3.5, ,Ecuador,1
320,C-Amaro,Venezuela,809,2012,80.0,Italy,3.0, ,Venezuela,0
321,C-Amaro,Sao Tome,749,2011,78.0,Italy,2.25,Forastero,Sao Tome,0
322,C-Amaro,Trinidad,765,2011,70.0,Italy,2.5,Trinitario,Trinidad,3
323,Cao,Porcelana,1804,2016,75.0,U.S.A.,2.5,Criollo,Venezuela,0
324,Cao,Tanzania,1804,2016,73.0,U.S.A.,2.75, ,Tanzania,3
325,Cao,"Porcelana, Batch 5163",1804,2016,70.0,U.S.A.,3.0,Criollo,Venezuela,3
326,Cao,Bolivia,1808,2016,75.0,U.S.A.,3.0, ,Bolivia,0
327,Cao,Brazil,1808,2016,70.0,U.S.A.,3.25,Trinitario,Brazil,3
328,Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero (Arriba),Ecuador,0
329,Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero (Arriba),Ecuador,0
330,Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero (Arriba),Ecuador,0
331,Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero (Arriba),Ecuador,2
332,Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero (Arriba),Ecuador,2
333,Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero (Arriba),Ecuador,2
334,Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea,3
335,Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75, ,Papua New Guinea,3
336,Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5, ,Guatemala,3
337,Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25, ,Costa Rica,3
338,Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5, ,Costa Rica,3
339,Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,Forastero,Costa Rica,3
340,Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,Forastero,Costa Rica,0
341,Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,Colombia,2
342,Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,2
343,Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,2
344,Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,Colombia,2
345,Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,Colombia,2
346,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,U.S.A.,4.0,Trinitario,Belize,3
347,Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,U.S.A.,3.5,Trinitario,Honduras,3
348,Castronovo,"Duarte, Batch 360",1570,2015,70.0,U.S.A.,3.75,"Criollo, Trinitario",Domincan Republic,3
349,Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,U.S.A.,3.5, ,Venezuela,3
350,Castronovo,Sierra Nevada,1347,2014,72.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia,3
351,Castronovo,Arauca,1371,2014,76.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia,0
352,Castronovo,Elvesia P.,1407,2014,70.0,U.S.A.,2.75,Trinitario,Dominican Republic,3
353,Castronovo,Bolivia,1101,2013,70.0,U.S.A.,3.0,Trinitario,Bolivia,3
354,Castronovo,Conacado,1101,2013,73.0,U.S.A.,3.5,Trinitario,Dominican Republic,3
355,Castronovo,San Martin,1105,2013,70.0,U.S.A.,2.5,Criollo,Peru,3
356,Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,U.S.A.,3.25, ,Venezuela,3
357,Castronovo,Nicaragua,1109,2013,72.0,U.S.A.,3.25,Trinitario,Nicaragua,3
358,Castronovo,Tumbes,1153,2013,70.0,U.S.A.,2.75,Criollo,Peru,3
359,Castronovo,Guaniamo,1153,2013,72.0,U.S.A.,3.0, ,Venezuela,3
360,Cello,Ecuador,1247,2014,70.0,U.S.A.,2.5, ,Ecuador,3
361,Cello,Peru,1247,2014,70.0,U.S.A.,2.75, ,Peru,3
362,Cello,Venezuela,1251,2014,70.0,U.S.A.,2.75, ,Venezuela,3
363,Cello,Bolivia,1251,2014,70.0,U.S.A.,3.0, ,Bolivia,3
364,Cemoi,Equateur,404,2009,72.0,France,2.75, ,Ecuador,3
365,Chaleur B,Uganda,1426,2014,70.0,Canada,2.75,Forastero,Uganda,3
366,Charm School,Maya Mtn,1900,2016,70.0,U.S.A.,3.25, ,Belize,3
367,Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador,2
368,Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,0
369,Chequessett,la Amistad,1235,2014,70.0,U.S.A.,3.5, ,Costa Rica,3
370,Chocablog,Ecuador,1454,2015,70.0,U.K.,3.25, ,Ecuador,3
371,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,Trinitario,Belize,0
372,Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,Trinitario,Belize,0
373,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,Vietnam,3
374,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,Trinitario,Malaysia,3
375,Chocolarder,Peru,1482,2015,65.0,U.K.,2.5,Criollo,Peru,2
376,Chocolarder,Peru + nibs,1482,2015,65.0,U.K.,2.75,Criollo,Peru,2
377,Chocolarder,Dominican Republic,1514,2015,80.0,U.K.,2.5, ,Dominican Republic,0
378,Chocola'te,Madagascar,647,2011,70.0,U.S.A.,3.75,Trinitario,Madagascar,3
379,Chocola'te,Venezuela,647,2011,68.0,U.S.A.,3.75, ,Venezuela,3
380,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,U.S.A.,2.5, ,Peru,1
381,Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,U.S.A.,2.5, ,Bolivia,3
382,Chocolate Con Amor,Uganda,1760,2016,70.0,U.S.A.,2.75, ,Uganda,3
383,Chocolate Con Amor,Dominican Republic,1764,2016,60.0,U.S.A.,3.0, ,Dominican Republic,2
384,Chocolate Con Amor,Dominican Republic,1764,2016,75.0,U.S.A.,3.0, ,Dominican Republic,0
385,Chocolate Con Amor,Ocumare,1764,2016,80.0,U.S.A.,3.0,Criollo (Ocumare),Venezuela,0
386,Chocolate Con Amor,Ecuador,1764,2016,70.0,U.S.A.,3.25, ,Ecuador,3
387,Chocolate Con Amor,Nicaragua,1768,2016,80.0,U.S.A.,2.75, ,Nicaragua,0
388,Chocolate Conspiracy,Peru,1259,2014,74.0,U.S.A.,2.75, ,Peru,0
389,Chocolate Makers,Tres Hombres,1530,2015,75.0,Amsterdam,3.25,Trinitario,Dominican Republic,0
390,Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Amsterdam,3.5,Forastero,Congo,3
391,Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Amsterdam,3.75,Criollo,Peru,0
392,"Chocolate Tree, The",Maranon,1582,2015,69.0,Scotland,3.75,Forastero (Nacional),Peru,3
393,"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,Scotland,3.75,Trinitario,Venezuela,0
394,"Chocolate Tree, The",Peru,1121,2013,70.0,Scotland,3.75,Forastero (Nacional),Peru,3
395,"Chocolate Tree, The",Ecuador,919,2012,82.0,Scotland,2.5,Forastero (Arriba),Ecuador,0
396,"Chocolate Tree, The",Peru,919,2012,68.0,Scotland,2.75,Criollo,Peru,3
397,"Chocolate Tree, The",Madagascar,919,2012,72.0,Scotland,3.25,Criollo,Madagascar,3
398,Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,Criollo,Mexico,3
399,ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,Venezuela,0
400,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25, ,Mexico,2
401,Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,Criollo,Mexico,3
402,Chocovic,Sambirano,478,2010,71.0,Spain,3.5,Trinitario,Madagascar,3
403,Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,Venezuela,3
404,Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,Forastero (Arriba),Ecuador,3
405,Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,Grenada,3
406,Chocovivo,Tabasco,1522,2015,65.0,U.S.A.,2.5,Trinitario,Mexico,2
407,Chocovivo,Tabasco,1522,2015,75.0,U.S.A.,2.5,Trinitario,Mexico,0
408,Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,0
409,Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,Mexico,3
410,Choklat,Brazilian,377,2009,70.0,Canada,3.0, ,Brazil,3
411,Choklat,Brazilian,377,2009,80.0,Canada,3.0, ,Brazil,0
412,Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,3
413,Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75, ,Martinique,2
414,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25, ,Mexico,0
415,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,Forastero (Nacional),Peru,3
416,Chuao Chocolatier,Choroni,445,2009,61.0,U.S.A.,3.0,Criollo,Venezuela,2
417,Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,U.S.A.,2.75,Trinitario,Venezuela,0
418,Claudio Corallo,Terreiro Velho P.,470,2010,73.5,Sao Tome,3.75,Forastero,Sao Tome & Principe,0
419,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,Sao Tome & Principe,0
420,Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,Sao Tome & Principe,0
421,Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,Sao Tome & Principe,1
422,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,U.S.A.,3.5, ,Ecuador,3
423,Coleman & Davis,Sambirano,1646,2015,75.0,U.S.A.,3.0,Trinitario,Madagascar,0
424,Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25, ,Venezuela,3
425,Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela,0
426,Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25, ,Bolivia,3
427,Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,Venezuela,3
428,Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero (Nacional),Ecuador,1
429,Condor,Camino Verde,1630,2015,76.0,U.S.A.,3.5, ,Ecuador,0
430,Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,U.S.A.,2.75,Trinitario,Vietnam,0
431,Coppeneur,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,Forastero (Nacional),Ecuador,2
432,Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,Ghana,1
433,Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5, ,Ecuador,1
434,Coppeneur,Uba Budo,821,2012,72.0,Germany,3.75,Forastero,Sao Tome & Principe,3
435,Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,3
436,Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,Grenada,3
437,Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,3
438,Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,Nacional,Ecuador,3
439,Coppeneur,Trinidad,558,2010,72.0,Germany,3.0,Trinitario,Trinidad,3
440,Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,Trinitario,Jamaica,3
441,Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,Criollo (Ocumare 61),Venezuela,3
442,Coppeneur,"Porcelana, Apotequil",341,2009,72.0,Germany,3.0,Criollo,Peru,3
443,Coppeneur,"Porcelana, Apotequil",445,2009,62.0,Germany,3.25,Criollo,Peru,2
444,Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,"Criollo, Trinitario",Venezuela,3
445,Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,"Criollo, Trinitario",Venezuela,3
446,Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72.0,Germany,3.0,Criollo,Mexico,3
447,Coppeneur,"Porcelana, Venezuela",220,2008,72.0,Germany,3.0,Criollo (Porcelana),Venezuela,3
448,Coppeneur,"Sambirano, Menava P.",196,2007,72.0,Germany,3.0,Trinitario,Madagascar,3
449,Cravve,New Ireland,1283,2014,70.0,Australia,2.5,Forastero,Papua New Guinea,3
450,Cravve,"Vanuatu, batch 2410",1335,2014,83.0,Australia,2.75,Trinitario,Vanuatu,1
451,Cravve,"Tanzania, batch a1",971,2012,75.0,Australia,3.25,Forastero,Tanzania,0
452,Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,Trinitario,Brazil,2
453,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,Trinitario,Fiji,3
454,Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,Vanuatu,2
455,Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,Papua New Guinea,0
456,Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,U.S.A.,3.25,Forastero (Nacional),Ecuador,1
457,Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,U.S.A.,3.75,Forastero (Nacional),Ecuador,3
458,Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75, ,Australia,3
459,Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25, ,Australia,3
460,Dalloway,"Dominican Republic, batch 7",1928,2017,72.0,U.S.A.,2.75, ,Dominican Republic,3
461,Damson,Robson Estate,1610,2015,70.0,U.K.,3.0,Trinitario,Trinidad,3
462,Damson,Los Rios,1610,2015,70.0,U.K.,3.5, ,Ecuador,3
463,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,U.K.,2.25, ,Grenada,3
464,Damson,O'Payo,1666,2015,70.0,U.K.,2.75, ,Nicaragua,3
465,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,U.S.A.,3.0,Trinitario,Belize,3
466,Dandelion,Maya Mountain,1219,2014,70.0,U.S.A.,3.5,Trinitario,Belize,3
467,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,U.S.A.,3.5, ,Ecuador,3
468,Dandelion,Buto,1303,2014,70.0,U.S.A.,2.75, ,Liberia,3
469,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,U.S.A.,3.75, ,Dominican Republic,3
470,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,U.S.A.,2.75, ,Venezuela,3
471,Dandelion,Patanemo,1026,2013,70.0,U.S.A.,3.25, ,Venezuela,3
472,Dandelion,"Mantuano, 2012",1085,2013,70.0,U.S.A.,3.5, ,Venezuela,3
473,Dandelion,Papua New Guinea,1153,2013,70.0,U.S.A.,3.5, ,Papua New Guinea,3
474,Dandelion,Upala,805,2012,70.0,U.S.A.,3.0, ,Costa Rica,3
475,Dandelion,Colombian,805,2012,70.0,U.S.A.,3.25, ,Colombia,3
476,Dandelion,"Elvesia, 2011",915,2012,70.0,U.S.A.,3.75, ,Dominican Republic,3
477,Dandelion,Dominican Republic,654,2011,70.0,U.S.A.,3.25, ,Dominican Republic,3
478,Dandelion,Madagascar,654,2011,70.0,U.S.A.,3.25,Trinitario,Madagascar,3
479,Dandelion,Tanzania,654,2011,70.0,U.S.A.,3.25, ,Tanzania,3
480,Danta,Los Ujuxtes,1223,2014,82.0,Guatemala,3.25, ,Guatemala,0
481,Danta,Chuao,987,2012,75.0,Guatemala,3.0,Trinitario,Venezuela,0
482,Danta,Los Ujuxtes,987,2012,70.0,Guatemala,3.75, ,Guatemala,3
483,Danta,Sambirano,987,2012,70.0,Guatemala,3.75,Trinitario,Madagascar,3
484,Danta,Las Acacias E.,987,2012,70.0,Guatemala,4.0,Criollo,Guatemala,3
485,Danta,"Oscuro, Finca Chimelb",991,2012,70.0,Guatemala,3.25, ,Guatemala,3
486,Danta,Los Ujuxtes,661,2011,60.0,Guatemala,3.5, ,Guatemala,2
487,Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,Criollo,Guatemala,0
488,Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,Criollo,Guatemala,2
489,DAR,"Venezuela, batch 122",1920,2016,72.0,U.S.A.,2.75, ,Venezuela,3
490,DAR,Vietnam,1920,2016,72.0,U.S.A.,3.0,Trinitario,Vietnam,3
491,DAR,"DUO, batch 002",1920,2016,70.0,U.S.A.,3.25, ,"Ecuador, Costa Rica",3
492,Dark Forest,Bolivia,1708,2016,75.0,U.S.A.,3.25, ,Bolivia,0
493,Dark Forest,Madagascar,1550,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar,3
494,Dark Forest,Ocumare,1550,2015,70.0,U.S.A.,3.25, ,Venezuela,3
495,Dark Forest,Tanzania,1554,2015,70.0,U.S.A.,3.0, ,Tanzania,3
496,Dark Forest,Ecuador,1554,2015,70.0,U.S.A.,3.25, ,Ecuador,3
497,Davis,Ghana,1093,2013,70.0,U.S.A.,2.5,Forastero,Ghana,3
498,Davis,Rainforest,1093,2013,70.0,U.S.A.,2.75, ,Dominican Republic,3
499,Davis,Venezuela,1093,2013,70.0,U.S.A.,2.75, ,Venezuela,3
500,Davis,West Africa,907,2012,58.0,U.S.A.,3.25,Forastero,West Africa,2
501,De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5, ,Brazil,3
502,De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5, ,Brazil,2
503,De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,Forastero,Uganda,3
504,De Villiers,"Sambirano Valley, batch 2477",1832,2016,70.0,South Africa,3.0, ,Madagascar,3
505,Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,U.S.A.,2.5,Trinitario,Madagascar,2
506,Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,U.S.A.,3.0, ,Costa Rica,2
507,Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,U.S.A.,3.0, ,Ecuador,3
508,Dean and Deluca (Belcolade),Ghana,175,2007,60.0,U.S.A.,3.0,Forastero,Ghana,2
509,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,U.S.A.,3.0, ,Papua New Guinea,2
510,Dean and Deluca (Belcolade),Peru,180,2007,64.0,U.S.A.,3.0, ,Peru,2
511,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0, ,Papua New Guinea,2
512,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75, ,Venezuela,2
513,Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5, ,Tanzania,3
514,DeVries,Bolivian,241,2008,80.0,U.S.A.,2.75, ,Bolivia,0
515,DeVries,Costa Rica,166,2007,77.0,U.S.A.,3.5,Trinitario,Costa Rica,0
516,DeVries,Dominican Republic,166,2007,77.0,U.S.A.,3.5, ,Dominican Republic,0
517,Dick Taylor,Lanquin Estate,1952,2017,70.0,U.S.A.,3.75, ,Guatemala,3
518,Dick Taylor,Tien Giang,1864,2016,78.0,U.S.A.,3.5,Trinitario,Vietnam,0
519,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.0,U.S.A.,3.75, ,Bolivia,3
520,Dick Taylor,Elvesia,1235,2014,74.0,U.S.A.,3.5, ,Dominican Republic,0
521,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,U.S.A.,3.25, ,Ecuador,3
522,Dick Taylor,Camino Verde,1193,2013,76.0,U.S.A.,3.5, ,Ecuador,0
523,Dick Taylor,Bolivia,895,2012,75.0,U.S.A.,2.75, ,Bolivia,0
524,Dick Taylor,Belize,955,2012,72.0,U.S.A.,2.75,Trinitario,Belize,3
525,Dick Taylor,Sambirano,661,2011,80.0,U.S.A.,2.75,Trinitario,Madagascar,0
526,Dick Taylor,Sambirano,661,2011,72.0,U.S.A.,3.0,Trinitario,Madagascar,3
527,Dick Taylor,Mantuano,682,2011,75.0,U.S.A.,2.75,Criollo,Venezuela,0
528,Dick Taylor,La Red,769,2011,74.0,U.S.A.,3.0, ,Dominican Republic,0
529,Dick Taylor,Ecuador,769,2011,70.0,U.S.A.,3.25, ,Ecuador,3
530,Doble & Bignall,Puerto Cabello,1688,2015,85.0,U.K.,3.0, ,Venezuela,1
531,Doble & Bignall,"Panama, Raven",1371,2014,72.0,U.K.,3.25, ,Panama,3
532,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,U.K.,3.25,Trinitario,Venezuela,3
533,Doble & Bignall,Johe,1407,2014,72.0,U.K.,3.5,"Criollo, Trinitario",Nicaragua,3
534,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,U.S.A.,3.75, ,Hawaii,3
535,Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,Forastero,West Africa,1
536,Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75, ,Ecuador,3
537,Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,Criollo (Ocumare 77),Venezuela,3
538,Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,Criollo,Venezuela,1
539,Domori,Morogoro,863,2012,70.0,Italy,3.5, ,Tanzania,3
540,Domori,Guasare,863,2012,70.0,Italy,3.75,Criollo,Venezuela,3
541,Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,Criollo,Venezuela,3
542,Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,Trinitario,Venezuela,3
543,Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,Trinitario,Venezuela,3
544,Domori,Teyuna,272,2008,70.0,Italy,3.0, ,Colombia,3
545,Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo (Porcelana),Venezuela,3
546,Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,Criollo (Ocumare 61),Venezuela,0
547,Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,Venezuela,2
548,Domori,Madagascar,135,2007,70.0,Italy,3.5,Trinitario,Madagascar,3
549,Domori,Madagared,192,2007,70.0,Italy,3.5,Criollo,Madagascar,3
550,Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,Criollo,Indonesia,3
551,Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero (Arriba),Ecuador,3
552,Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela,3
553,Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela,3
554,Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,Peru,3
555,Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela,3
556,Dormouse,Non Pariel Estate,1880,2016,75.0,U.K.,2.75,Trinitario,Grenada,0
